"note","user","startSession","clickInputNote","saveNote","cancelNote","updateNote","hoverTextarea","hoverEntityInNote","addEntity","addEntityRepeat","removeEntity","removeFromYear","removeFromChart","replyToNote","clickEditNote","selectCountry","deselectCountry","hoverCountryLabel","deselectAll","deleteNote","viewCountryNote","viewYearNote","removeFilter","viewDiscussion","removeDiscussion","showNotes","onlyShowMine","alsoShowPublic","hideNotes","dragNode","hoverNode","scrollToView","gotoQuestionnaire","checkQuestionnaire","checkTutorial","checkTask","toHidden","toVisible","hoverNoteInNote","hoverNoteText","selectYear","selectYearNote","play","playNote","stop","stopNote","hoverMapPoint","hoverMapPointNote","hoverTimeline","hoverTimelineNote","hoverSpecificYear","hoverSpecificYearNote","hoverYearLabel","hoverYearLabelNote","hoverMouseline","hoverMouselineNote"
"5ecd8cb6bccbe221a162a188",20,1,2,2,0,0,2,0,5,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
"5ecd8d9cbccbe221a162a1d1",20,1,2,3,0,0,4,0,8,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
"5ecd8e49bccbe221a162a20c",20,1,3,4,0,0,5,0,9,0,1,1,0,1,0,5,3,1,0,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0
"5ecd8f41bccbe221a162a218",20,1,3,5,0,0,9,0,11,0,1,1,0,2,0,6,4,1,0,0,0,1,1,0,0,1,3,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,1
"5ecd1554bccbe221a1628439",21,1,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"5ecd15b2bccbe221a1628454",21,1,2,2,0,0,3,0,4,1,2,0,0,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
"5ecd1602bccbe221a1628463",21,1,3,3,0,0,4,0,5,1,2,1,0,0,0,7,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1
"5ecd16b6bccbe221a16284be",21,1,4,4,0,0,4,0,6,1,2,1,0,0,0,15,0,1,5,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,4,0,0,0,0,0,1,2
"5ecd1720bccbe221a16284de",21,1,6,5,1,0,6,0,7,1,2,1,0,0,0,17,0,1,6,0,1,0,1,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,4,0,0,0,0,0,1,2
"5ecd2956bccbe221a1628ad6",22,1,1,1,0,1,2,0,2,0,1,0,0,0,1,22,19,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4
"5ecd2a33bccbe221a1628b06",22,1,2,2,0,1,3,0,3,0,1,0,0,0,1,23,21,1,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,4
"5ecd2b72bccbe221a1628b7d",22,1,3,3,0,1,5,0,4,0,1,1,0,0,1,33,29,1,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,3,6
"5ecd2cfcbccbe221a1628c2a",22,1,5,5,0,1,10,0,6,1,1,3,0,0,1,39,37,2,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,5,6
"5ecd2d2dbccbe221a1628c4d",22,1,6,6,0,2,12,0,7,1,1,3,0,0,2,39,37,2,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,6,6
"5ecd2d8abccbe221a1628c7c",22,1,7,7,0,2,14,0,8,1,1,3,0,0,2,41,39,2,0,0,1,0,0,0,0,3,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,6,6
"5ecd2dfbbccbe221a1628ccd",22,1,9,9,0,2,16,0,10,1,1,3,0,0,2,44,42,2,0,0,1,0,0,0,0,3,6,6,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,6,6
"5ecd2e72bccbe221a1628d34",22,1,12,10,2,2,18,0,13,1,1,4,0,0,2,48,43,2,1,0,1,0,0,0,0,3,7,6,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,6,6
"5ecca5e2bccbe221a1626ecf",23,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0
"5ecca65fbccbe221a1626efe",23,1,1,2,1,0,1,1,5,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0
"5ecca6f8bccbe221a1626f37",23,1,1,3,2,0,2,2,10,1,0,0,0,4,0,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0
"5ecca867bccbe221a162702d",23,1,1,4,3,0,4,2,14,1,0,0,0,6,0,54,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,4,0,2,0,0,0,3,0
"5ecca8e3bccbe221a1627071",23,1,1,5,3,1,7,2,20,2,1,1,0,7,1,58,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,4,0,2,0,0,0,3,0
"5ecc4a6abccbe221a1624609",24,1,6,6,1,4,12,0,11,0,3,0,0,1,4,11,5,0,1,1,0,1,1,0,0,2,2,2,2,0,0,0,0,1,0,0,1,1,0,4,36,0,0,0,0,0,3,0,0,0,2,0,1,0,0,2
"5ecc4b6fbccbe221a16246c4",24,1,6,6,1,3,12,0,8,0,2,0,0,1,3,7,2,0,1,1,0,1,1,0,0,2,2,2,2,0,0,0,0,1,0,0,1,1,0,3,35,0,0,0,0,0,3,0,0,0,2,0,1,0,0,2
"5ecc4c6dbccbe221a16247b3",24,1,6,6,1,2,12,0,7,0,2,0,0,1,2,7,2,0,1,1,0,1,1,0,0,2,2,2,2,0,0,0,0,1,0,0,1,1,0,2,34,0,0,0,0,0,3,0,0,0,2,0,1,0,0,2
"5ecc4cf5bccbe221a162482d",24,1,6,6,1,1,12,0,6,0,2,0,0,1,1,7,2,0,1,0,0,1,1,0,0,2,2,2,2,0,0,0,0,1,0,0,1,1,0,1,33,0,0,0,0,0,3,0,0,0,2,0,1,0,0,2
"5ecc4db4bccbe221a1624899",24,1,6,6,1,0,12,0,4,0,2,0,0,1,0,7,2,0,1,0,0,1,1,0,0,2,2,2,2,0,0,0,0,1,0,0,1,1,0,1,33,0,0,0,0,0,3,0,0,0,2,0,1,0,0,2
"5eceb232bccbe221a162bbe0",25,1,1,1,0,0,3,0,5,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"5eceb354bccbe221a162bc44",25,1,1,2,0,0,4,0,10,0,0,0,0,1,0,38,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5,0,3,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"5eceb45abccbe221a162bc9d",25,1,2,3,0,0,4,0,27,18,2,0,0,1,0,73,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,6,0,3,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"5eceb51dbccbe221a162bcb4",25,1,3,4,0,0,6,0,30,18,2,0,0,1,0,74,55,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,9,0,3,10,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
"5eceb690bccbe221a162bce1",25,1,4,5,0,0,7,0,37,18,3,0,0,1,0,85,63,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,12,12,0,3,13,0,1,0,1,0,2,1,0,0,1,0,0,0,1,2
"5ed508fe5250f80529914ef4",26,1,0,1,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0
"5ed5098c5250f80529914f00",26,1,1,2,0,0,4,0,4,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,6,0,0,0,0,0,0,0,0
"5ed50a325250f80529914f0c",26,1,2,3,0,0,6,0,5,0,0,0,0,1,0,7,1,0,1,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2,6,1,0,0,0,0,0,0,0
"5ed50ad55250f80529914f23",26,1,3,4,0,0,7,0,6,1,0,0,0,1,0,9,1,0,2,0,0,2,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,3,6,1,0,0,0,0,0,0,0
"5ed50b3a5250f80529914f2f",26,1,4,5,0,0,9,0,8,2,0,0,0,1,0,9,1,0,2,0,0,2,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,3,6,2,0,0,0,1,0,0,0
"5ecdb0aabccbe221a162a4bc",27,1,1,1,0,0,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5ecdb158bccbe221a162a525",27,1,2,2,0,0,4,0,7,4,3,0,0,0,0,10,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5ecdb1b6bccbe221a162a553",27,1,3,3,0,0,5,0,8,5,3,0,0,0,0,16,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"5ecdb212bccbe221a162a576",27,1,4,4,0,0,6,0,10,6,4,0,0,0,0,24,22,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0
"5ecdb26abccbe221a162a59d",27,1,5,5,0,0,7,0,12,8,4,0,0,0,0,25,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0
"5ecd0668bccbe221a1628001",28,1,1,1,0,0,2,0,1,0,0,0,0,0,0,19,17,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5ecd077fbccbe221a1628023",28,1,1,2,1,0,4,0,5,0,1,0,0,2,0,30,26,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5ecd0813bccbe221a1628046",28,1,2,3,1,0,5,0,6,0,1,0,0,2,0,31,30,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"5ecd0867bccbe221a1628054",28,1,3,4,1,0,6,0,8,0,1,0,0,2,0,32,31,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"5ecd08cdbccbe221a1628078",28,1,4,5,1,0,8,0,10,0,1,0,0,2,0,35,33,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"5ecd0957bccbe221a16280ad",28,1,4,6,1,1,10,0,12,0,1,0,0,3,1,48,46,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0
"5ecd202abccbe221a16287f6",29,1,1,1,0,1,3,0,2,0,1,0,0,0,1,10,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"5ecd20debccbe221a1628836",29,1,2,2,0,1,5,0,3,0,1,0,0,0,1,13,11,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"5ecd2154bccbe221a1628842",29,1,3,3,0,1,6,0,4,0,1,0,0,0,1,16,14,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"5ecd21b9bccbe221a162885a",29,1,4,4,0,1,7,0,5,0,1,0,0,0,1,21,19,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"5ecd221fbccbe221a1628892",29,1,5,5,0,1,8,0,6,0,1,0,0,0,1,27,25,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"5ecd43a8bccbe221a1629450",30,1,1,1,0,0,1,0,1,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,2,0
"5ecd4662bccbe221a16294e5",30,1,2,2,0,0,4,0,2,0,0,0,0,0,0,22,8,6,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,4,0,5,0,2,0,1,0,2,0
"5ecd470dbccbe221a16294fc",30,1,3,3,0,0,5,0,3,0,0,0,0,0,0,25,8,6,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,5,0,5,0,2,0,1,0,2,0
"5ecd4813bccbe221a162954e",30,1,4,4,0,0,8,0,4,0,0,0,0,0,0,28,8,6,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,5,0,5,0,2,0,1,0,2,0
"5ecd4950bccbe221a16295e8",30,1,5,5,0,0,9,0,5,0,0,0,0,0,0,57,29,7,7,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,5,0,5,0,2,0,1,0,2,0
"5ecd327ebccbe221a1628e3f",31,1,1,1,0,0,3,0,4,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecd3497bccbe221a1628e95",31,1,1,2,0,0,4,0,7,1,3,0,0,1,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"5ecd351bbccbe221a1628eb7",31,1,2,3,0,0,5,0,8,1,3,0,0,1,0,13,12,0,0,0,0,6,2,0,0,0,4,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"5ecd3596bccbe221a1628efe",31,1,3,4,0,0,6,0,11,1,3,0,0,1,0,28,27,0,0,0,0,6,2,0,0,0,4,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"5ecd3b86bccbe221a162915f",31,1,4,5,0,0,8,0,14,1,3,0,0,1,0,50,49,1,0,0,0,6,2,0,0,0,5,4,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"5ecc3850bccbe221a1623546",32,1,1,1,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecc3889bccbe221a16235c6",32,1,2,2,0,0,3,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecc3926bccbe221a16236b9",32,1,3,3,0,0,4,0,7,0,0,0,0,0,0,17,9,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecc399dbccbe221a1623776",32,1,4,4,0,0,5,0,11,0,0,0,0,0,0,20,10,2,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecc3a36bccbe221a162381e",32,1,5,5,0,0,6,0,15,0,0,0,0,0,0,25,15,2,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ed55bb85250f80529915102",33,1,1,1,0,0,4,0,1,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0
"5ed55dd75250f80529915177",33,1,2,2,0,0,12,0,4,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,3,0
"5ed55f075250f805299151a8",33,1,3,3,0,0,16,0,5,0,0,0,0,0,0,14,12,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,8,0,0,0,0,0,3,0
"5ed5610a5250f805299151d8",33,1,4,4,0,0,24,0,8,0,1,0,0,0,0,18,16,5,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,4,0,12,0,1,0,0,0,5,0
"5ed562845250f805299151ef",33,1,6,5,1,0,29,0,12,0,1,0,0,0,0,20,18,5,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,5,0,13,0,2,0,0,0,8,0
"5ece7799bccbe221a162b1bb",34,1,1,1,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"5ece7cc7bccbe221a162b2cd",34,1,2,2,0,0,2,0,2,0,0,0,0,0,0,10,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0
"5ece83d3bccbe221a162b3a7",34,1,4,3,1,0,4,0,6,0,1,0,0,0,0,36,13,5,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,2,0,1,0,1,0,1,0,0,0,5,0,0,0,0,0
"5ece84b1bccbe221a162b413",34,1,5,4,1,0,9,0,9,0,3,1,0,0,0,52,22,5,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,2,0,2,0,2,0,1,0,0,0,6,0,0,0,1,0
"5ece8511bccbe221a162b42e",34,1,6,5,1,0,10,0,10,0,3,1,0,0,0,55,22,5,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,2,0,2,0,2,0,1,0,0,0,6,0,0,0,2,0
"5ecc32eabccbe221a1622f20",35,1,1,1,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,1,0,2,0,2,0
"5ecc33bfbccbe221a1622f88",35,1,2,2,0,0,6,0,4,0,0,0,0,0,0,4,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,1,0,2,0,4,0
"5ecc3501bccbe221a162307f",35,1,4,3,1,0,11,0,6,0,0,0,0,0,0,5,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,2,0,3,0,2,0,5,0
"5ecc35f1bccbe221a16231b1",35,1,5,4,1,0,12,0,7,0,0,0,0,0,0,5,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,0,0,0,0,0,0,2,2,0,3,0,2,0,5,0
"5ecc36cabccbe221a16232c3",35,1,6,5,1,0,13,0,8,0,0,0,0,0,0,9,7,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,0,0,0,0,0,0,2,2,0,3,0,2,0,6,0
"5ecc37cdbccbe221a16234a8",35,1,7,6,1,0,15,0,9,0,0,0,0,0,0,11,10,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,31,0,0,0,0,0,0,2,4,0,3,0,2,0,6,0
"5ed4c53f5250f80529914d62",36,1,1,1,0,1,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ed4c6555250f80529914d7a",36,1,1,2,0,1,5,0,2,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ed4c7695250f80529914d93",36,1,2,3,0,1,6,0,3,0,0,0,0,1,1,6,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ed4c8885250f80529914daf",36,2,3,4,0,1,7,0,4,0,0,0,0,1,1,10,6,0,0,0,1,0,0,1,1,4,1,1,2,0,0,0,0,3,1,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ed4c9335250f80529914dc2",36,3,3,5,1,1,8,0,6,0,0,0,0,3,1,10,6,0,0,0,1,0,0,1,1,7,1,1,4,0,0,0,0,3,1,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ed4c9e15250f80529914ddf",36,3,3,6,1,1,9,0,7,0,0,0,0,4,1,10,6,0,0,0,1,0,0,1,1,7,1,1,4,0,0,0,0,3,1,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ed2be225250f80529912940",37,1,2,1,1,0,1,0,2,0,1,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
"5ed2be7e5250f8052991294c",37,1,3,2,1,0,2,0,3,0,1,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,9,0,1,0,0,0,0,0,0,0,0,0
"5ed2bee05250f80529912958",37,1,4,3,1,0,3,0,4,0,1,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,10,0,9,0,1,0,0,0,0,0,0,0,0,0
"5ed2bf515250f8052991296f",37,1,5,4,1,0,5,0,7,0,1,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,10,0,9,0,1,0,0,0,1,0,0,0,0,0
"5ed2bf965250f80529912970",37,1,6,5,1,0,6,0,8,0,1,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,10,0,9,0,1,0,0,0,1,0,0,0,0,0
"5ed2bfdb5250f8052991297d",37,1,7,6,1,0,7,0,9,0,1,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,10,0,9,0,1,0,0,0,1,0,0,0,0,0
"5ed2e6565250f80529912d6a",38,1,1,1,0,0,4,0,4,0,2,0,0,0,0,28,15,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2
"5ed2e7325250f80529912dc0",38,1,2,2,0,0,5,0,6,0,2,0,0,0,0,39,22,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,2
"5ed2e8195250f80529912e09",38,1,3,3,0,0,7,0,7,0,2,0,0,0,0,63,31,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,2
"5ed2e8d15250f80529912e21",38,1,4,4,0,0,8,0,9,0,2,0,0,0,0,72,32,2,11,0,9,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,5,5,0,2,0,0,1,0,1,0,0,0,1,0,2,1,0,0,1,2
"5ed2e93e5250f80529912e2f",38,1,5,5,0,0,11,0,10,0,2,0,0,0,0,74,34,2,11,0,9,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,5,5,0,2,0,0,1,0,1,0,0,0,1,0,2,1,0,0,1,2
"5ecc139abccbe221a16222f2",39,3,11,1,9,0,2,1,100,8,38,0,1,0,0,42,12,1,8,0,1,18,1,0,0,10,5,4,7,0,0,0,0,2,2,3,13,13,0,1,16,0,4,0,4,0,1,0,0,0,0,0,0,0,0,1
"5ecc13f4bccbe221a1622311",39,3,12,2,9,0,5,1,108,8,38,0,1,0,0,44,14,1,8,0,1,19,1,0,0,10,5,4,7,0,0,0,0,2,2,3,13,13,0,1,17,0,4,0,4,0,1,0,0,0,0,0,0,0,0,1
"5ecc1477bccbe221a1622340",39,3,13,3,9,0,8,1,119,10,42,0,1,0,0,48,18,1,8,0,1,20,1,0,0,10,5,4,7,0,0,0,0,2,2,3,13,13,0,1,19,0,4,0,4,0,1,0,0,0,0,0,0,0,1,1
